date,close
2023-03-17,94.0306
2023-03-20,93.2034
2023-03-21,92.4026
2023-03-22,93.6346
2023-03-23,93.6346
2023-03-24,94.0306
2023-03-27,91.8218
2023-03-28,91.989
2023-03-29,91.8042
2023-03-30,92.2266
2023-03-31,93.6082
2023-04-03,94.0485
2023-04-04,94.5161
2023-04-05,95.5042
2023-04-06,95.7512
2023-04-10,94.2073
2023-04-11,94.4014
2023-04-12,94.3043
2023-04-13,93.5632
2023-04-14,92.7074
2023-04-17,91.6046
2023-04-18,91.9311
2023-04-19,91.8428
2023-04-20,92.628
2023-04-21,92.1075
2023-04-24,92.9986
2023-04-25,94.3661
2023-04-26,93.3603
2023-04-27,92.4339
2023-04-28,93.925
2023-05-01,91.2167
2023-05-02,93.4898
2023-05-03,94.0116
2023-05-04,93.0829
2023-05-05,92.7734
2023-05-08,91.4732
2023-05-09,91.1459
2023-05-10,92.0304
2023-05-11,93.0033
2023-05-12,92.225
2023-05-15,91.2697
2023-05-16,90.9955
2023-05-17,90.7302
2023-05-18,90.058
2023-05-19,89.4212
2023-05-22,89.1028
2023-05-23,89.3593
2023-05-24,88.917
2023-05-25,88.6959
2023-05-26,89.4123
2023-05-30,90.3057
2023-05-31,91.0928
2023-06-01,91.4502
2023-06-02,90.4481
2023-06-05,90.2796
2023-06-06,90.8117
2023-06-07,89.4637
2023-06-08,90.5102
2023-06-09,90.386
2023-06-12,90.6521
2023-06-13,89.7564
2023-06-14,90.4747
2023-06-15,91.3438
2023-06-16,90.9891
2023-06-20,91.6187
2023-06-21,91.8404
2023-06-22,90.7319
2023-06-23,91.6365
2023-06-26,91.734
2023-06-27,91.4946
2023-06-28,91.8848
2023-06-29,90.2264
2023-06-30,91.2906
2023-07-03,90.7731
2023-07-05,89.9105
2023-07-06,88.6389
2023-07-07,88.1054
2023-07-10,88.221
2023-07-11,88.6745
2023-07-12,89.6615
2023-07-13,90.6041
2023-07-14,90.0706
2023-07-17,90.115
2023-07-18,90.5241
2023-07-19,91.5467
2023-07-20,90.4352
2023-07-21,90.4618
2023-07-24,90.1328
2023-07-25,89.9639
2023-07-26,90.0528
2023-07-27,88.301
2023-07-28,88.7545
2023-07-31,88.9679
2023-08-01,87.51
2023-08-02,86.5737
